id,mention,wp_title,ratio,ranking,name,gender,to_filter,cosine,avg
Q38766105,Carlo Clemente,Carlo Clemente,1.0,0.8888888888888888,,,,1.0000002,0.9629630296296297
Q43922,Papa Leone XIII,Papa Leone XIII,1.0,1.0,,,,0.9999999,0.9999999666666667
Q15972657,Toninelli,Danilo Toninelli,0.72,1.0,,,,0.9262192,0.8820730666666666
Q319829,Oliver Holmes,Oliver Wendell Holmes,0.7647058823529411,1.0,,,,0.91194296,0.8922162807843138
Q3731560,Alessandra Necci:,Erica Necci,0.5714285714285714,0.8888888888888888,,,,0.9551843,0.8051672534391535
Q16285,Davide Benedetti,Mario Benedetti,0.7741935483870968,0.8888888888888888,,,,0.96536654,0.8761496590919952
Q379946,Abdulaziz Al Saud,Sultan bin Salman Al Sa'ud,0.5581395348837209,1.0,,,,0.88387823,0.8140059216279071
Q391325,Scarpinato,Roberto Scarpinato,0.7142857142857143,1.0,,,,0.9351769,0.8831542047619049
Q355923,Conti,Bruno Conti,0.625,0.8888888888888888,,,,0.91300225,0.8089637129629629
Q136986,Icardi,Mauro Icardi,0.6666666666666666,1.0,,,,0.9566961,0.8744542555555554
Q83321,Casanova,Giacomo Casanova,0.6666666666666666,1.0,,,,0.9403785,0.8690150555555555
Q429193,Gonalons,Maxime Gonalons,0.6956521739130435,1.0,,,,0.9494859,0.8817126913043478
Q3845991,Marco Carrai,Marco Carra (politico),0.7058823529411765,0.8888888888888888,,,,0.8562999,0.8170237139433553
Q3719436,Federico Bernacca,Edmondo Bernacca,0.6666666666666666,1.0,,,,0.9299998,0.8655554888888889
Q200895,Agata,Sant'Agata,0.6666666666666666,0.8888888888888888,Agata,female,,0.8838085,0.8131213518518517
Q215546,Underwood,Carrie Underwood,0.72,1.0,,,,0.91832983,0.8794432766666667
Q3734376,Eugenio Guccione,Eugenio Guccione,1.0,1.0,,,,1.0,1.0
Q1236400,Giorgio Almirante,Giorgio Almirante,1.0,1.0,,,,1.0,1.0
Q28975,Marlowe,Christopher Marlowe,0.5384615384615384,1.0,,,,0.89357924,0.8106802594871795
Q3745884,Fiorentino Sullo,Fiorentino Sullo,1.0,1.0,,,,1.0000002,1.0000000666666666
Q720047,Giuseppe Bove,Giuseppe Bove,1.0,1.0,,,,1.0000002,1.0000000666666666
Q3763077,Gianfranco Ganau,Gianfranco Ganau,1.0,1.0,,,,1.0,1.0
